8.48413085937500e-01,8.25063846624222e+00,7.00000000000000e+00,0.00000000000000e+00
8.16168212890625e-01,8.57666335130608e+00,7.00000000000000e+00,0.00000000000000e+00
4.22875976562500e-01,1.65532570533707e+01,7.00000000000000e+00,0.00000000000000e+00
2.48852920532227e-01,2.81290650920591e+01,7.00000000000000e+00,0.00000000000000e+00
1.50525283813477e-01,4.65037563974064e+01,7.00000000000000e+00,0.00000000000000e+00
9.30734157562256e-02,7.52094456094116e+01,7.00000000000000e+00,0.00000000000000e+00
5.84993124008179e-02,1.19659526116108e+02,7.00000000000000e+00,0.00000000000000e+00
3.69286179542542e-02,1.89554886908342e+02,7.00000000000000e+00,0.00000000000000e+00
2.34266310930252e-02,2.98805234615408e+02,7.00000000000000e+00,0.00000000000000e+00
1.55950307846069e-02,4.48860885741534e+02,7.00000000000000e+00,0.00000000000000e+00
1.11156843602657e-02,6.29740803456267e+02,7.00000000000000e+00,0.00000000000000e+00
8.50283578038215e-03,8.23254720438586e+02,7.00000000000000e+00,0.00000000000000e+00
7.02410191297531e-03,9.96568631189486e+02,7.00000000000000e+00,0.00000000000000e+00
6.44549280405045e-03,1.08603016219696e+03,7.00000000000000e+00,0.00000000000000e+00
6.84661045670509e-03,1.02240366432263e+03,7.00000000000000e+00,0.00000000000000e+00
5.90100623667240e-03,1.18623832924353e+03,7.00000000000000e+00,0.00000000000000e+00
6.36062920093536e-03,1.10051999085169e+03,7.00000000000000e+00,0.00000000000000e+00
7.58030116558075e-03,9.23446114222195e+02,7.00000000000000e+00,0.00000000000000e+00
9.24762040376663e-03,7.56951424301119e+02,7.00000000000000e+00,0.00000000000000e+00
1.15868516266346e-02,6.04133048869734e+02,7.00000000000000e+00,0.00000000000000e+00
1.51684805750847e-02,4.61483268897611e+02,7.00000000000000e+00,0.00000000000000e+00
2.06193149089813e-02,3.39487466928373e+02,7.00000000000000e+00,0.00000000000000e+00
2.88918077945709e-02,2.42283212243831e+02,7.00000000000000e+00,0.00000000000000e+00
4.14980292320252e-02,1.68682709264610e+02,7.00000000000000e+00,0.00000000000000e+00
6.08407497406006e-02,1.15054421366171e+02,7.00000000000000e+00,0.00000000000000e+00
9.08323764801026e-02,7.70650319991726e+01,7.00000000000000e+00,0.00000000000000e+00
1.32155132293701e-01,5.29680526098920e+01,7.00000000000000e+00,0.00000000000000e+00
1.14776706695557e-01,6.09879844223740e+01,7.00000000000000e+00,0.00000000000000e+00
8.05194854736328e-02,8.69354270388134e+01,7.00000000000000e+00,0.00000000000000e+00
5.95355033874512e-02,1.17576854120038e+02,7.00000000000000e+00,0.00000000000000e+00
4.82135653495789e-02,1.45187354414584e+02,7.00000000000000e+00,0.00000000000000e+00
4.65998649597168e-02,1.50214989149624e+02,7.00000000000000e+00,0.00000000000000e+00
4.43546056747437e-02,1.57818968564007e+02,7.00000000000000e+00,0.00000000000000e+00
4.51000690460205e-02,1.55210364370073e+02,7.00000000000000e+00,0.00000000000000e+00
5.46806812286377e-02,1.28015905994179e+02,7.00000000000000e+00,0.00000000000000e+00
6.78991079330444e-02,1.03094137951013e+02,7.00000000000000e+00,0.00000000000000e+00
8.29696655273438e-02,8.43681354206118e+01,7.00000000000000e+00,0.00000000000000e+00
8.19993495941162e-02,8.53665307669986e+01,7.00000000000000e+00,0.00000000000000e+00
5.50738811492920e-02,1.27101936954078e+02,7.00000000000000e+00,0.00000000000000e+00
